job_name,job_saray,job_place,job_experience,job_cademic,job_welfare,commpanyName,commpanyDesc
小学语文老师/作文老师（我在这里等你哦）,5K-8K,北京,经验不限,本科,五险一金、包住、股票期权,北京七宝管理咨询有限公司,上市公司 100-499人 
